id,q1,q2,q3_1,q3_2,q3_3,q4_1,q4_2,q4_3,q5_1,q5_2,q5_3,q6,q7,q8_1,q8_2,q8_3,q8_4,q9,q10,sex,age,area,job,inc,edu,wt
1103.0,국민 통합,전혀 관심이 없다,안전,회복,인권,의료 등 복지 향상,지역 균형 발전,국제외교 및 남북관계 긴장 완화,한반도 평화와 통일 프로세스 구축,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",문재인(19대),국민과 눈높이를 맞추는 대통령이 되겠습니다.,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,하위,잘 모름,여자,34.0,서울,"사무직(회사원, 일반공무원 등)",100만원~200만원 미만,"대학(2,3년제) 졸업",0.905
1104.0,각종 의혹 해소,매우 관심이 있다,정의,공정,혁신,부동산 안정,물가 및 서민 생활 안정,입시 제도 등 교육 개혁,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",신규 일자리 창출,김영삼(14대),문민정부,보통,보통,전혀 그렇지 않다,보통,중하위,중도,남자,32.0,서울,무직/실업상태,100만원~200만원 미만,대학교 (4년제) 졸업,1.059
1105.0,국가 비전 제시,매우 관심이 있다,회복,상생,공정,사회갈등 해소를 위한 국민 통합,지역 균형 발전,부동산 안정,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,창의적 인재 육성을 위한 교육 개혁,노무현(16대),확실한 해결책을 가지고와라,그렇지 않다,그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,중상위,중도,남자,29.0,서울,무직/실업상태,모름,고등학교 졸업,0.87
1106.0,국가 비전 제시,매우 관심이 있다,정의,상생,공정,사회 불공정 타파,일자리 창출 등 경제 활성화,국제외교 및 남북관계 긴장 완화,고령화 저출산 문제 해결,경제 양극화 해소,신규 일자리 창출,노무현(16대),사람사는 세상,그렇다,그렇다,보통,보통,하위,중도,남자,48.0,경기,기타,200만원~300만원 미만,대학교 (4년제) 졸업,0.784
1107.0,국민 통합,대체로 관심이 있다,안전,정의,평화,정치 제도 개혁,부정부패 척결,사회 불공정 타파,한류 문화 활성화,한반도 평화와 통일 프로세스 구축,정치적 갈등 해소방안 마련,문재인(19대),신년 감사에 대한 마음이 담겨 있었다고 생각합니다....,그렇다,그렇다,그렇다,그렇다,중위,진보,남자,35.0,전북,기타,800만원 이상,대학원 졸업,1.6
1109.0,공약 실천 방안 마련,대체로 관심이 있다,평화,상생,인권,의료 등 복지 향상,물가 및 서민 생활 안정,부동산 안정,경제 양극화 해소,한반도 평화와 통일 프로세스 구축,신성장동력 첨단기술 육성,문재인(19대),공정,보통,보통,보통,보통,중하위,진보,남자,57.0,경북,"사무직(회사원, 일반공무원 등)",500만원~600만원 미만,대학교 (4년제) 졸업,0.786
1110.0,국가 비전 제시,별로 관심이 없다,혁신,회복,인권,일자리 창출 등 경제 활성화,지역 균형 발전,부동산 안정,신규 일자리 창출,지역 균형 발전,경제 양극화 해소,없다,,보통,보통,전혀 그렇지 않다,그렇지 않다,중위,잘 모름,여자,19.0,경기,학생,모름,대학교 (4년제) 재학,1.133
1111.0,국가 비전 제시,매우 관심이 있다,평화,안전,공정,부정부패 척결,지역 균형 발전,물가 및 서민 생활 안정,고령화 저출산 문제 해결,지역 균형 발전,"차별, 혐오 등 사회 불평등 해소",김대중(15대),대북정책 선두국가  물가안정 농촌 경제부흥 시장경제공정성,그렇지 않다,매우 그렇다,보통,그렇지 않다,중하위,매우 진보,여자,63.0,전남,전업 주부,200만원~300만원 미만,고등학교 졸업,0.852
1112.0,각종 의혹 해소,매우 관심이 있다,공정,정의,회복,사회 불공정 타파,정치 제도 개혁,부동산 안정,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,창의적 인재 육성을 위한 교육 개혁,없다,,보통,보통,보통,보통,하위,잘 모름,남자,49.0,부산,자영업주(9인이하 고용),100만원~200만원 미만,대학교 (4년제) 졸업,0.941
1113.0,각종 의혹 해소,전혀 관심이 없다,정의,상생,안전,부정부패 척결,물가 및 서민 생활 안정,부동산 안정,신규 일자리 창출,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",없다,없음/무응답/기억안남,그렇지 않다,그렇지 않다,전혀 그렇지 않다,보통,하위,진보,여자,28.0,서울,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학교 (4년제) 졸업,0.875
1114.0,국가 비전 제시,전혀 관심이 없다,회복,통합,정의,물가 및 서민 생활 안정,사회갈등 해소를 위한 국민 통합,사회 불공정 타파,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,노무현(16대),통합,보통,보통,그렇지 않다,보통,중하위,중도,남자,43.0,충북,"관리직(기업체 부장이상 임원,고급공무원)",500만원~600만원 미만,대학교 (4년제) 졸업,1.2
1115.0,공약 실천 방안 마련,별로 관심이 없다,회복,인권,공정,물가 및 서민 생활 안정,부동산 안정,부정부패 척결,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",창의적 인재 육성을 위한 교육 개혁,노무현(16대),서민,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,하위,중도,여자,30.0,경기,생산직,모름,"대학(2,3년제) 졸업",1.292
1116.0,공약 실천 방안 마련,대체로 관심이 있다,인권,공정,정의,일자리 창출 등 경제 활성화,부정부패 척결,물가 및 서민 생활 안정,신규 일자리 창출,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",문재인(19대),문재인과 더불어민주당 정부에서 기회는 평등할 것입니다. 과정은 공정할 것입니다. 결과는 정의로울 것입니다.,보통,보통,보통,보통,중위,진보,남자,18.0,경기,학생,800만원 이상,대학교 (4년제) 재학,0.74
1117.0,각종 의혹 해소,매우 관심이 있다,인권,안전,상생,부정부패 척결,물가 및 서민 생활 안정,부동산 안정,"차별, 혐오 등 사회 불평등 해소",창의적 인재 육성을 위한 교육 개혁,경제 양극화 해소,없다,없음/무응답/기억안남,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,중위,중도,여자,20.0,서울,학생,500만원~600만원 미만,"대학(2,3년제) 재학",0.875
1118.0,공약 실천 방안 마련,별로 관심이 없다,혁신,상생,회복,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,부정부패 척결,신성장동력 첨단기술 육성,지역 균형 발전,신규 일자리 창출,김대중(15대),화합과 도약의 새출발,보통,보통,그렇지 않다,보통,중하위,보수,여자,24.0,경기,판매직,300만원~400만원 미만,대학교 (4년제) 졸업,1.133
1119.0,공약 실천 방안 마련,대체로 관심이 있다,정의,회복,혁신,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,사회 불공정 타파,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,한류 문화 활성화,이명박(17대),경제를 살립시다.,보통,보통,보통,보통,중위,보수,남자,38.0,인천,서비스직,100만원~200만원 미만,대학교 (4년제) 졸업,1.031
1120.0,각종 의혹 해소,매우 관심이 있다,안전,혁신,회복,사회갈등 해소를 위한 국민 통합,부동산 안정,물가 및 서민 생활 안정,신규 일자리 창출,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,문재인(19대),우리가 만들어가려는 새로운 대한민국은 숱한 좌절과 패배에도 불구하고 우리의 선대들이 일관되게 추구했던 나라입니다.,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,그렇지 않다,중하위,중도,남자,25.0,경기,무직/실업상태,400만원~500만원 미만,대학교 (4년제) 졸업,0.74
1121.0,국가 비전 제시,대체로 관심이 있다,공정,정의,평화,지역 균형 발전,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,신규 일자리 창출,창의적 인재 육성을 위한 교육 개혁,고령화 저출산 문제 해결,김영삼(14대),우리 국민은 참으로 위대합니다. 저는 국민 여러분들에게 뜨거운 감사와 영광을 드립니다,보통,그렇다,보통,보통,중위,보수,여자,63.0,전북,전업 주부,200만원~300만원 미만,고등학교 졸업,0.852
1123.0,공약 실천 방안 마련,매우 관심이 있다,회복,혁신,정의,일자리 창출 등 경제 활성화,부동산 안정,물가 및 서민 생활 안정,고령화 저출산 문제 해결,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",이명박(17대),경제대통령,그렇지 않다,그렇지 않다,그렇다,그렇다,중상위,보수,남자,29.0,대전,판매직,500만원~600만원 미만,대학교 (4년제) 졸업,1.0
1124.0,국민 통합,대체로 관심이 있다,혁신,안전,상생,사회갈등 해소를 위한 국민 통합,부동산 안정,물가 및 서민 생활 안정,고령화 저출산 문제 해결,신규 일자리 창출,지역 균형 발전,노무현(16대),사람사는세상,그렇다,그렇다,보통,보통,중하위,중도,여자,54.0,제주,기타,100만원~200만원 미만,고등학교 졸업,0.923
1125.0,국가 비전 제시,대체로 관심이 있다,혁신,공정,통합,부동산 안정,출산율 제고와 양육 문제,일자리 창출 등 경제 활성화,고령화 저출산 문제 해결,경제 양극화 해소,신성장동력 첨단기술 육성,노무현(16대),"21세기 동북아 중심 국가, 평화공동체, 국민통합",그렇다,보통,보통,보통,중위,중도,남자,45.0,경기,"관리직(기업체 부장이상 임원,고급공무원)",500만원~600만원 미만,대학교 (4년제) 졸업,0.784
1126.0,공약 실천 방안 마련,매우 관심이 있다,정의,통합,혁신,사회갈등 해소를 위한 국민 통합,부동산 안정,일자리 창출 등 경제 활성화,정치적 갈등 해소방안 마련,창의적 인재 육성을 위한 교육 개혁,신규 일자리 창출,없다,없음/무응답/기억안남,그렇다,그렇다,보통,그렇다,중위,보수,남자,59.0,대구,"사무직(회사원, 일반공무원 등)",500만원~600만원 미만,대학원 졸업,0.786
1127.0,공약 실천 방안 마련,대체로 관심이 있다,회복,상생,공정,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,부동산 안정,경제 양극화 해소,신규 일자리 창출,"차별, 혐오 등 사회 불평등 해소",문재인(19대),사람이 먼저다,그렇다,그렇다,그렇지 않다,그렇지 않다,중위,중도,여자,28.0,서울,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학교 (4년제) 졸업,0.875
1128.0,공약 실천 방안 마련,대체로 관심이 있다,공정,안전,혁신,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,부정부패 척결,신규 일자리 창출,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",노무현(16대),"우리는 해낼 수 있습니다.우리 국민이 힘을 합치면, 못할 것이 없습니다.그런 저력으로 우리는 외환 위기를 세계에서 가장 빨리 벗어났습니다.지난해에는 월드컵 4강 신화를 창조했습니다.대통령 선거의 모든 과정을 통해 참여 민주주의의 꽃을 피웠습니다.",그렇다,매우 그렇다,그렇지 않다,그렇지 않다,중하위,진보,남자,34.0,경북,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학교 (4년제) 졸업,1.143
1129.0,공약 실천 방안 마련,대체로 관심이 있다,통합,정의,안전,일자리 창출 등 경제 활성화,사회 불공정 타파,사회갈등 해소를 위한 국민 통합,신규 일자리 창출,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,이명박(17대),변화를 소홀히하면 낙오합니다.,보통,보통,그렇지 않다,그렇지 않다,중하위,중도,남자,25.0,대구,생산직,200만원~300만원 미만,대학교 (4년제) 졸업,1.111
1130.0,국가 비전 제시,별로 관심이 없다,회복,공정,상생,부동산 안정,물가 및 서민 생활 안정,출산율 제고와 양육 문제,지역 균형 발전,신규 일자리 창출,고령화 저출산 문제 해결,노무현(16대),먼 훗날 후손들이 오늘의 우리를 자랑스러운 조상으로 기억하게 합시다.,그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,중하위,진보,여자,30.0,세종,전문직(준전문직 포함),100만원~200만원 미만,"대학(2,3년제) 졸업",1.0
1131.0,각종 의혹 해소,대체로 관심이 있다,공정,안전,정의,부동산 안정,부정부패 척결,정치 제도 개혁,창의적 인재 육성을 위한 교육 개혁,신성장동력 첨단기술 육성,경제 양극화 해소,이승만(1~3대),김일성 태양신에서 노예가 되어 있는 북한동포들을 되찾고 동방의 예루살렘을 되찾아야 한다. 공산당과의 투쟁,보통,그렇다,보통,보통,중위,보수,여자,63.0,강원,전업 주부,500만원~600만원 미만,대학교 (4년제) 졸업,1.019
1132.0,국가 비전 제시,매우 관심이 있다,공정,통합,회복,물가 및 서민 생활 안정,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,정치적 갈등 해소방안 마련,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,박정희(5~9대),내 일생 조국과 민족을 위하여,그렇다,보통,보통,그렇다,중위,보수,남자,35.0,경남,서비스직,300만원~400만원 미만,대학원 졸업,0.765
1133.0,공약 실천 방안 마련,대체로 관심이 있다,공정,혁신,정의,부정부패 척결,사회 불공정 타파,일자리 창출 등 경제 활성화,경제 양극화 해소,신규 일자리 창출,한반도 평화와 통일 프로세스 구축,김대중(15대),국민의 정부는 어떠한 정치 보복도 하지않겠습니다. 어떠한 차별과 특혜도 용납하지 않겠습니다.,보통,보통,그렇지 않다,그렇다,중하위,중도,남자,46.0,전북,무직/실업상태,100만원~200만원 미만,대학교 (4년제) 졸업,0.786
1134.0,국민 통합,대체로 관심이 있다,통합,평화,상생,사회갈등 해소를 위한 국민 통합,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,정치적 갈등 해소방안 마련,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",노무현(16대),국민통합에 관한 메세지가 역대 가장 진정성있었다,보통,보통,그렇지 않다,그렇지 않다,중위,진보,여자,52.0,경기,전업 주부,800만원 이상,대학교 (4년제) 졸업,0.975
1135.0,공약 실천 방안 마련,별로 관심이 없다,혁신,상생,안전,사회 불공정 타파,지역 균형 발전,일자리 창출 등 경제 활성화,지역 균형 발전,경제 양극화 해소,신성장동력 첨단기술 육성,없다,,보통,보통,그렇지 않다,보통,중하위,중도,남자,48.0,부산,"사무직(회사원, 일반공무원 등)",500만원~600만원 미만,대학교 (4년제) 졸업,0.941
1136.0,국가 비전 제시,매우 관심이 있다,공정,혁신,통합,사회갈등 해소를 위한 국민 통합,출산율 제고와 양육 문제,부동산 안정,고령화 저출산 문제 해결,정치적 갈등 해소방안 마련,경제 양극화 해소,박근혜(18대),국민위해헌신한다,보통,보통,그렇지 않다,보통,중위,보수,여자,63.0,충북,전업 주부,100만원~200만원 미만,고등학교 졸업,1.357
1137.0,국가 비전 제시,대체로 관심이 있다,공정,통합,상생,부동산 안정,국제외교 및 남북관계 긴장 완화,일자리 창출 등 경제 활성화,고령화 저출산 문제 해결,창의적 인재 육성을 위한 교육 개혁,한반도 평화와 통일 프로세스 구축,박근혜(18대),"경제부흥,국민행복,문화융성.",보통,그렇지 않다,보통,보통,중하위,중도,남자,73.0,강원,기타,300만원~400만원 미만,대학교 (4년제) 졸업,1.143
1138.0,국민 통합,매우 관심이 있다,통합,정의,공정,물가 및 서민 생활 안정,사회갈등 해소를 위한 국민 통합,부정부패 척결,정치적 갈등 해소방안 마련,창의적 인재 육성을 위한 교육 개혁,"차별, 혐오 등 사회 불평등 해소",노무현(16대),검사들과의 대화에서이쯤가면 막 하자는 거죠?,보통,보통,그렇지 않다,보통,중위,중도,남자,75.0,강원,기타,200만원~300만원 미만,고등학교 졸업,1.143
1139.0,공약 실천 방안 마련,매우 관심이 있다,안전,회복,공정,사회갈등 해소를 위한 국민 통합,물가 및 서민 생활 안정,부동산 안정,창의적 인재 육성을 위한 교육 개혁,지역 균형 발전,경제 양극화 해소,노무현(16대),국민을 위한 대통령,그렇다,보통,그렇다,그렇다,중하위,중도,남자,39.0,울산,기술/기능직,100만원~200만원 미만,고등학교 졸업,0.765
1140.0,국민 통합,매우 관심이 있다,통합,공정,혁신,사회갈등 해소를 위한 국민 통합,출산율 제고와 양육 문제,사회 불공정 타파,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,신규 일자리 창출,노무현(16대),정정당당하게 노력하는 사람이 성공하는 사회로 나아갑시다,그렇다,그렇다,보통,그렇다,중상위,보수,남자,36.0,서울,"사무직(회사원, 일반공무원 등)",600만원~700만원 미만,대학교 (4년제) 졸업,1.059
1141.0,공약 실천 방안 마련,매우 관심이 있다,회복,안전,상생,의료 등 복지 향상,지역 균형 발전,일자리 창출 등 경제 활성화,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,창의적 인재 육성을 위한 교육 개혁,노무현(16대),우리는 해낼 수 있습니다.,매우 그렇다,그렇다,그렇다,매우 그렇다,중하위,중도,여자,52.0,울산,"사무직(회사원, 일반공무원 등)",모름,대학교 (4년제) 졸업,1.308
1142.0,공약 실천 방안 마련,대체로 관심이 있다,인권,정의,회복,사회 불공정 타파,사회갈등 해소를 위한 국민 통합,부동산 안정,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,신성장동력 첨단기술 육성,문재인(19대),권위적이지 않겠다. 소통하겠다. 는 내용,그렇지 않다,보통,그렇지 않다,전혀 그렇지 않다,중위,진보,여자,32.0,서울,"사무직(회사원, 일반공무원 등)",400만원~500만원 미만,대학교 (4년제) 졸업,0.905
1143.0,공약 실천 방안 마련,매우 관심이 있다,통합,회복,평화,부동산 안정,사회갈등 해소를 위한 국민 통합,출산율 제고와 양육 문제,"차별, 혐오 등 사회 불평등 해소",한반도 평화와 통일 프로세스 구축,신규 일자리 창출,김대중(15대),"올 한햇동안 물가는 오르고 실업은 늘어날 것입니다.그러나 불행하게도 이 중차대한 시기에 우리에게는 6.25이후 최대의 국난이라고 할 수 있는 외환위기가 닥쳐왔습니다.잘못하다가는 나라가 파산할지도 모를 위기에 우리는 당면해 있습니다.막대한 부채를 안고 매일같이 밀려오는 만기외채를 막는데 급급하고 있습니다.참으로 어이없는 일이 아닐 수 없습니다.우리가 이나마 파국을 면하고 있는 것은 애국심으로 뭉친 국민 여러분의 협력과 국제통화기금.세계은행.아시아개발은행, 그리고 미국.일본.캐나다.호주.EU국가 등 우방들의 도움 덕택입니다.소득은 떨어지고 기업의 도산은 속출할 것입니다.우리 모두는 지금 땀과 눈물과 (…) 고통을 요구받고 있습니다.도대체 우리가 어찌해서 이렇게 되었는지 냉정하게 돌이켜 봐야 합니다.잘못은 지도층들이 저질러 놓고 고통은 죄없는 국민이 당하는 것을생각할 때 한없는 ",매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,중위,진보,남자,22.0,경기,전문직(준전문직 포함),200만원~300만원 미만,고등학교 졸업,0.74
1144.0,공약 실천 방안 마련,대체로 관심이 있다,회복,안전,상생,물가 및 서민 생활 안정,정치 제도 개혁,일자리 창출 등 경제 활성화,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,문재인(19대),한 번도 경험한 적 없는 나라를 만들겠다,보통,보통,그렇지 않다,보통,중하위,중도,여자,40.0,경기,"관리직(기업체 부장이상 임원,고급공무원)",500만원~600만원 미만,대학원 졸업,0.884
1145.0,공약 실천 방안 마련,별로 관심이 없다,공정,상생,인권,사회 불공정 타파,물가 및 서민 생활 안정,지역 균형 발전,창의적 인재 육성을 위한 교육 개혁,"차별, 혐오 등 사회 불평등 해소",한류 문화 활성화,노무현(16대),우리는 마음만 합치면 기적을 이루어 내는 국민입니다,그렇다,매우 그렇다,보통,보통,중위,진보,여자,19.0,전남,학생,모름,대학교 (4년제) 재학,1.0
1146.0,각종 의혹 해소,대체로 관심이 있다,정의,안전,평화,지역 균형 발전,사회 불공정 타파,부정부패 척결,한반도 평화와 통일 프로세스 구축,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,문재인(19대),오늘부터 국민 모두의 대통령이 되겠다,그렇지 않다,보통,그렇지 않다,그렇지 않다,중하위,중도,여자,49.0,전북,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,고등학교 졸업,1.222
1147.0,국가 비전 제시,매우 관심이 있다,혁신,통합,평화,부동산 안정,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,경제 양극화 해소,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,노무현(16대),지역 균형발전과 남북한 화해 협력 추진,보통,보통,보통,보통,중위,중도,남자,60.0,부산,무직/실업상태,600만원~700만원 미만,대학교 (4년제) 졸업,1.136
1148.0,국가 비전 제시,대체로 관심이 있다,공정,회복,혁신,지역 균형 발전,부정부패 척결,물가 및 서민 생활 안정,지역 균형 발전,"차별, 혐오 등 사회 불평등 해소",창의적 인재 육성을 위한 교육 개혁,노무현(16대),더불어 사는 사회참여정부,그렇지 않다,보통,그렇지 않다,그렇지 않다,하위,중도,여자,54.0,전남,전업 주부,500만원~600만원 미만,고등학교 졸업,0.923
1149.0,각종 의혹 해소,대체로 관심이 있다,공정,상생,통합,부정부패 척결,사회 불공정 타파,부동산 안정,정치적 갈등 해소방안 마련,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,노무현(16대),분열과 갈등의 정치를 바꾸겠다,보통,그렇다,그렇지 않다,그렇지 않다,중하위,보수,여자,58.0,서울,전업 주부,400만원~500만원 미만,대학교 (4년제) 재학,0.87
1150.0,국민 통합,별로 관심이 없다,통합,혁신,회복,사회갈등 해소를 위한 국민 통합,부동산 안정,국제외교 및 남북관계 긴장 완화,정치적 갈등 해소방안 마련,고령화 저출산 문제 해결,창의적 인재 육성을 위한 교육 개혁,김대중(15대),파탄은 윗사람이 하고 고통은 국민이 했다.우리민족은 찬란한 역사와 능력을 갖고 있다. 우수한 민족이다.,그렇다,보통,그렇지 않다,그렇지 않다,중위,중도,남자,43.0,경기,자영업주(9인이하 고용),200만원~300만원 미만,대학교 (4년제) 졸업,0.784
1151.0,공약 실천 방안 마련,대체로 관심이 있다,정의,공정,인권,물가 및 서민 생활 안정,부동산 안정,일자리 창출 등 경제 활성화,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",고령화 저출산 문제 해결,문재인(19대),국민 통합 의지,매우 그렇다,매우 그렇다,그렇지 않다,그렇지 않다,중하위,중도,여자,25.0,서울,학생,400만원~500만원 미만,대학교 (4년제) 재학,0.875
1152.0,각종 의혹 해소,대체로 관심이 있다,평화,상생,혁신,물가 및 서민 생활 안정,지역 균형 발전,부정부패 척결,한반도 평화와 통일 프로세스 구축,경제 양극화 해소,지역 균형 발전,김대중(15대),오늘의 위기를 전화위복의 계기로 삼읍시다,보통,그렇다,보통,그렇지 않다,중위,중도,여자,67.0,경기,전업 주부,300만원~400만원 미만,대학교 (4년제) 졸업,1.019
1153.0,각종 의혹 해소,별로 관심이 없다,통합,정의,상생,정치 제도 개혁,일자리 창출 등 경제 활성화,사회갈등 해소를 위한 국민 통합,경제 양극화 해소,정치적 갈등 해소방안 마련,신성장동력 첨단기술 육성,김영삼(14대),"지난날 우리는 계층으로 찢기우고, 지역으로 대립되고, 세대로 갈라지고, 이념으로 분열되었습니다. 우리 안에 있는 벽은 허물어야 합니다. 한은 풀어야만 합니다",그렇지 않다,그렇지 않다,그렇지 않다,전혀 그렇지 않다,중하위,진보,남자,68.0,경기,기타,500만원~600만원 미만,고등학교 졸업,1.143
1154.0,국민 통합,대체로 관심이 있다,공정,통합,정의,일자리 창출 등 경제 활성화,사회갈등 해소를 위한 국민 통합,국제외교 및 남북관계 긴장 완화,한반도 평화와 통일 프로세스 구축,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",노무현(16대),평범한 사람이 사는 세상?,보통,보통,보통,그렇다,중하위,보수,남자,61.0,울산,"관리직(기업체 부장이상 임원,고급공무원)",500만원~600만원 미만,대학교 (4년제) 졸업,1.136
1155.0,국민 통합,매우 관심이 있다,공정,통합,정의,일자리 창출 등 경제 활성화,사회갈등 해소를 위한 국민 통합,국제외교 및 남북관계 긴장 완화,신규 일자리 창출,경제 양극화 해소,한반도 평화와 통일 프로세스 구축,없다,없음/무응답/기억안남,전혀 그렇지 않다,그렇지 않다,보통,보통,중하위,보수,여자,64.0,인천,전업 주부,200만원~300만원 미만,"대학(2,3년제) 졸업",1.019
1156.0,각종 의혹 해소,매우 관심이 있다,공정,혁신,인권,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,사회 불공정 타파,창의적 인재 육성을 위한 교육 개혁,신성장동력 첨단기술 육성,경제 양극화 해소,박정희(5~9대),"경제발전 5개년 계획,  한국적 민주주의.",보통,그렇지 않다,그렇지 않다,그렇다,중하위,중도,남자,71.0,경남,자영업주(9인이하 고용),300만원~400만원 미만,고등학교 졸업,1.136
1157.0,국민 통합,대체로 관심이 있다,공정,상생,회복,사회 불공정 타파,사회갈등 해소를 위한 국민 통합,의료 등 복지 향상,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,창의적 인재 육성을 위한 교육 개혁,노무현(16대),반칙과 특권이 용납되는 시대는 이제 끝나야 합니다.,보통,보통,보통,보통,중하위,진보,남자,41.0,경기,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학교 (4년제) 졸업,0.784
1158.0,국민 통합,대체로 관심이 있다,정의,혁신,통합,사회 불공정 타파,사회갈등 해소를 위한 국민 통합,정치 제도 개혁,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,지역 균형 발전,노무현(16대),사람 사는 세상,보통,보통,보통,그렇지 않다,중위,중도,남자,66.0,서울,기타,300만원~400만원 미만,대학원 졸업,1.35
1160.0,국민 통합,별로 관심이 없다,회복,공정,통합,일자리 창출 등 경제 활성화,부동산 안정,물가 및 서민 생활 안정,신규 일자리 창출,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,없다,없음/무응답/기억안남,그렇다,그렇다,전혀 그렇지 않다,전혀 그렇지 않다,중위,보수,남자,24.0,경기,"사무직(회사원, 일반공무원 등)",800만원 이상,대학교 (4년제) 졸업,0.74
1161.0,국가 비전 제시,대체로 관심이 있다,평화,회복,혁신,부동산 안정,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,신규 일자리 창출,창의적 인재 육성을 위한 교육 개혁,신성장동력 첨단기술 육성,문재인(19대),사람이 먼저다,보통,보통,보통,보통,하위,중도,여자,46.0,충북,판매직,300만원~400만원 미만,대학원 졸업,0.917
1163.0,공약 실천 방안 마련,대체로 관심이 있다,정의,상생,공정,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,지역 균형 발전,신성장동력 첨단기술 육성,경제 양극화 해소,신규 일자리 창출,문재인(19대),촛불 시위 후 취임한 대통령이라 인상 깊었습니다.연설을 막힘없이 하는게 인상적이기도 했고 공약 같은거 말할 때 믿음이 가기는 했습니다.여러 악재와 난제로 인해 현실은 받쳐주지 못하긴 했지만 연설만 치면 잘했다고 생각해요.,보통,보통,그렇지 않다,그렇지 않다,중위,진보,남자,29.0,경기,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,대학교 (4년제) 졸업,0.74
1164.0,국가 비전 제시,대체로 관심이 있다,공정,평화,정의,물가 및 서민 생활 안정,부동산 안정,부정부패 척결,창의적 인재 육성을 위한 교육 개혁,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,없다,없음/무응답/기억안남,그렇지 않다,보통,그렇지 않다,보통,중위,중도,여자,59.0,부산,전업 주부,600만원~700만원 미만,고등학교 졸업,1.308
1165.0,국가 비전 제시,매우 관심이 있다,공정,통합,정의,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,정치 제도 개혁,창의적 인재 육성을 위한 교육 개혁,신규 일자리 창출,신성장동력 첨단기술 육성,노무현(16대),공정 평화 기회,그렇다,그렇다,보통,그렇다,중위,중도,여자,58.0,인천,전문직(준전문직 포함),200만원~300만원 미만,대학원 졸업,0.975
